"","date","Address","pcode","County","cost","market","vat","des"
"9214","26/10/2018","76 DODDER PARK RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€517,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92151","26/10/2018","8 RAHEEN COURT, FORTUNESTOWN, TALLAGHT","Dublin 24","Dublin","€246,500.00","No","No","Second-Hand Dwelling house /Apartment"
"92161","26/10/2018","8 SANDYMOUNT CASTLE DR, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€940,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9217","26/10/2018","8 VERNON GROVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92181","26/10/2018","8 VERNON GROVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€1,090,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92191","26/10/2018","8 VERSCHOYLE PARK, SAGGART, DUBLIN","Dublin 24","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92201","26/10/2018","82 WEST COURTYARD, TULLYVALE, CABINTEELY","Dublin 18","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92211","26/10/2018","86 RANELAGH RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€3,301,787.00","No","No","Second-Hand Dwelling house /Apartment"
"92221","26/10/2018","87 RANELAGH RD, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€3,024,908.00","No","No","Second-Hand Dwelling house /Apartment"
"92231","26/10/2018","87 RATHGAR ROAD, RATHGAR","Dublin 6","Dublin","€2,253,445.00","No","No","Second-Hand Dwelling house /Apartment"
"92241","26/10/2018","88 GROVE PARK, RATHMINES DUBLIN 6","Dublin 6","Dublin","€1,699,882.00","No","No","Second-Hand Dwelling house /Apartment"
"92251","26/10/2018","9 GROVE PARK, RATHMINES, Dublin","Dublin 6","Dublin","€2,023,202.00","No","No","Second-Hand Dwelling house /Apartment"
"92261","26/10/2018","9 WESTCOURT YARD, TULLYVALE, CHERRYWOOD","Dublin 18","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92271","26/10/2018","APT 10, JAMES PLUNKETT HOUSE, 10 GRATTAN CRESCENT DUBLIN 8","Dublin 15","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9228","26/10/2018","APT 10, PHIBBLESTOWN HOUSE, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92291","26/10/2018","APT 20, CADDELL, THE LINKS","Dublin 13","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92301","26/10/2018","APT 3, 34 USHERS QUAY, DUBLIN 8","Dublin 8","Dublin","€437,500.00","No","No","Second-Hand Dwelling house /Apartment"
"92311","26/10/2018","APT1 ST STEEVENS GATE, ST JAMES ST, DUBLIN 8","Dublin 8","Dublin","€243,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9232","26/10/2018","CULLEENAMORE HOUSE, MOUNT PROSPECT AVE, CLONTARF","Dublin 3","Dublin","€3,200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9233","29/10/2018","40 Diswellstown Drive, Castleknock, Dublin 15","Dublin 15","Dublin","€427,312.77","No","Yes","New Dwelling house /Apartment"
"92341","29/10/2018","65 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€215,500.00","No","No","Second-Hand Dwelling house /Apartment"
"92351","30/10/2018","10 BELGROVE PARK, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€590,500.00","No","No","Second-Hand Dwelling house /Apartment"
"92361","30/10/2018","10 DOLLYMOUNT RISE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€1,225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92371","30/10/2018","107 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92381","30/10/2018","13 KINGSMILL COURT, BOLTON ST, DUBLIN 1","Dublin 1","Dublin","€198,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9239","30/10/2018","139 BRAEMOR ROAD, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9240","30/10/2018","14 GRANGE PARK AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92411","30/10/2018","14 MAIN ST, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9242","30/10/2018","19 HERBERTON DR, RIALTO, DUBLIN 12","Dublin 12","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9243","30/10/2018","19 ST CATHERINES COURT, BRIDGEFOOT ST, DUBLIN 8","Dublin 8","Dublin","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"9244","30/10/2018","2 Airpark Square, Rathfarnham, Dublin 16","Dublin 16","Dublin","€405,286.34","No","Yes","New Dwelling house /Apartment"
"92451","30/10/2018","2 CRESTFIELD PARK, DUBLIN 9, DUBLIN","Dublin 9","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92461","30/10/2018","20 ATHLUMNEY VILLAS, RANELAGH, DUBLIN","Dublin 6","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92471","30/10/2018","20 HAZELGROVE, JOBSTOWN, TALLAGHT","Dublin 24","Dublin","€235,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"92481","30/10/2018","21 KINGSWOOD CASTLE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9249","30/10/2018","21 THE GROVE, PHEANASTS RUE, CLONEE DUBLIN 15","Dublin 15","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9250","30/10/2018","21 WILLOW PARK ROAD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92511","30/10/2018","234 OLCOVAR, SHANKILL, DUBLIN","Dublin 18","Dublin","€319,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92521","30/10/2018","24 KIRWAN ST COTTAGES, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"92531","30/10/2018","25 GLENDOHER DR, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€530,000.00","No","No","Second-Hand Dwelling house /Apartment"
"9254","30/10/2018","289 BALLYFERMOT ROAD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
